PM2.5,PM10,NO,NO2,NOx,NH3,CO,O3,AQI
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(19.998-29.997]\'','\'(28.89-34.666]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',108
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(25.815-30.974]\'','\'(78.474-88.282]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',100
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(20.656-25.815]\'','\'(88.282-inf)\'','\'(19.998-29.997]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',97
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(19.998-29.997]\'','\'(28.89-34.666]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',103
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(19.998-29.997]\'','\'(28.89-34.666]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',104
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(19.998-29.997]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',102
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(78.474-88.282]\'','\'(19.998-29.997]\'','\'(51.994-inf)\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',104
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(78.474-88.282]\'','\'(19.998-29.997]\'','\'(51.994-inf)\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',111
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(19.998-29.997]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',107
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(19.998-29.997]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',114
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(46.218-51.994]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',107
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',129
'\'(57.925-77.22]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',106
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',104
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(-inf-9.999]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',113
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',151
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',119
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',112
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',147
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',152
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',163
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',122
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',125
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(75.946-86.794]\'',133
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',122
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',105
'\'(57.925-77.22]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',98
'\'(57.925-77.22]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',124
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(0.522-1.044]\'','\'(65.098-75.946]\'',162
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(-inf-9.818]\'','\'(-inf-9.999]\'','\'(-inf-5.786]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',109
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(9.999-19.998]\'','\'(40.442-46.218]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',100
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',103
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(-inf-9.999]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',96
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',112
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',94
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',112
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',115
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',110
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',126
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',117
'\'(38.63-57.925]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',82
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(20.656-25.815]\'','\'(49.05-58.858]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',96
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',133
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(15.497-20.656]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',117
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',96
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',101
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(68.666-78.474]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',104
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',106
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',106
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',160
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',124
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(75.946-86.794]\'',160
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(75.946-86.794]\'',173
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',110
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',103
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',103
'\'(115.81-135.105]\'','\'(187.61-211.06]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',215
'\'(77.22-96.515]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',276
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',158
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',137
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',102
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',96
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',98
'\'(77.22-96.515]\'','\'(164.16-187.61]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',163
'\'(96.515-115.81]\'','\'(164.16-187.61]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',281
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',183
'\'(77.22-96.515]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',164
'\'(77.22-96.515]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(21.706-32.554]\'',184
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',133
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',126
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',104
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',150
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',156
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',113
'\'(77.22-96.515]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',156
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',151
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',149
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',132
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',100
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',115
'\'(77.22-96.515]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',199
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',129
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',110
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',151
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',102
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(75.946-86.794]\'',113
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(75.946-86.794]\'',149
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(97.642-inf)\'',164
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(49.05-58.858]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',118
'\'(77.22-96.515]\'','\'(187.61-211.06]\'','\'(5.179-10.338]\'','\'(58.858-68.666]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',185
'\'(77.22-96.515]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',180
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',161
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',121
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',115
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',78
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(75.946-86.794]\'',?
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',137
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',123
'\'(77.22-96.515]\'','\'(164.16-187.61]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',158
'\'(77.22-96.515]\'','\'(187.61-211.06]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',193
'\'(57.925-77.22]\'','\'(187.61-211.06]\'','\'(15.497-20.656]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',179
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(-inf-9.999]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',141
'\'(38.63-57.925]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(34.666-40.442]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',160
'\'(38.63-57.925]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',128
'\'(57.925-77.22]\'','\'(164.16-187.61]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',161
'\'(57.925-77.22]\'','\'(164.16-187.61]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',164
'\'(57.925-77.22]\'','\'(164.16-187.61]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(40.442-46.218]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',183
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',165
'\'(38.63-57.925]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(28.89-34.666]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',179
'\'(57.925-77.22]\'','\'(164.16-187.61]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(40.442-46.218]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',197
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',166
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',147
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',142
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(65.098-75.946]\'',116
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',102
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',106
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',109
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(54.25-65.098]\'',124
'\'(57.925-77.22]\'','\'(187.61-211.06]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(9.999-19.998]\'','\'(23.114-28.89]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',181
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(-inf-9.999]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',113
'\'(19.335-38.63]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',108
